Wifes-age,Wifes-education,Husbands-education,Number-of-children-ever-born,Wifes-religion,Wifes-now-working?,Husbands-occupation,Standard-of-living-index,Media-exposure,Contraceptive-method-used
late20s,medium,very-high,three-to-five,Islam,not-working,high-paid,2,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,not-working,high-paid,2,Good,Short-term
late40s,very-high,very-high,three-to-five,Islam,not-working,high-paid,2,Good,Short-term
mid30s,low,high,six-to-eight,Islam,not-working,high-paid,2,Good,Short-term
early30s,high,very-high,six-to-eight,Islam,not-working,high-paid,2,Good,Short-term
late30s,high,very-high,six-to-eight,Islam,not-working,high-paid,2,Good,Short-term
late30s,medium,high,three-to-five,Islam,not-working,very-high-paid,2,Good,Short-term
late20s,very-high,very-high,one-to-two,Non-Islam,working,low-paid,3,Good,Short-term
early30s,very-high,very-high,one-to-two,Non-Islam,working,low-paid,3,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,working,low-paid,3,Good,Short-term
late20s,high,very-high,three-to-five,Islam,working,low-paid,3,Good,Short-term
late30s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
below20,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
early20s,high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
late30s,high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
late20s,high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,3,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
late40s,very-high,high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
mid30s,high,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
late40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,3,Good,Short-term
early40s,high,very-high,six-to-eight,Islam,not-working,low-paid,3,Good,Short-term
early40s,high,high,six-to-eight,Islam,not-working,low-paid,3,Good,Short-term
early20s,very-high,high,one-to-two,Islam,working,medium-paid,3,Good,Short-term
early30s,high,high,three-to-five,Islam,working,medium-paid,3,Good,Short-term
late30s,medium,very-high,three-to-five,Islam,working,medium-paid,3,Good,Short-term
early30s,medium,high,three-to-five,Islam,working,medium-paid,3,Good,Short-term
early30s,medium,medium,six-to-eight,Islam,working,medium-paid,3,Good,Short-term
early30s,medium,medium,six-to-eight,Islam,working,medium-paid,3,Good,Short-term
late20s,high,high,one-to-two,Non-Islam,not-working,medium-paid,3,Good,Short-term
mid40s,very-high,very-high,three-to-five,Non-Islam,not-working,medium-paid,3,Good,Short-term
early30s,low,medium,six-to-eight,Non-Islam,not-working,medium-paid,3,Good,Short-term
below20,medium,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
below20,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,medium,medium,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,high,high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,high,high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid30s,medium,high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,medium,high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
late20s,high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,low,medium,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
below20,high,high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late20s,high,high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early20s,medium,high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late40s,high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early20s,high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late30s,medium,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late20s,low,medium,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early30s,medium,high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
mid20s,medium,high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,3,Good,Short-term
early30s,medium,medium,six-to-eight,Islam,not-working,medium-paid,3,Good,Short-term
mid30s,medium,high,six-to-eight,Islam,not-working,medium-paid,3,Good,Short-term
mid30s,medium,very-high,six-to-eight,Islam,not-working,medium-paid,3,Good,Short-term
early30s,very-high,very-high,one-to-two,Non-Islam,working,high-paid,3,Good,Short-term
late20s,high,high,one-to-two,Islam,working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,working,high-paid,3,Good,Short-term
early20s,medium,medium,three-to-five,Islam,working,high-paid,3,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,working,high-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Islam,working,high-paid,3,Good,Short-term
early40s,high,high,three-to-five,Islam,working,high-paid,3,Good,Short-term
mid30s,medium,high,six-to-eight,Islam,working,high-paid,3,Good,Short-term
late40s,low,high,nine-to-ten,Islam,working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Non-Islam,not-working,high-paid,3,Good,Short-term
mid40s,high,very-high,one-to-two,Non-Islam,not-working,high-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Non-Islam,not-working,high-paid,3,Good,Short-term
early20s,high,medium,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
late20s,low,medium,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,medium,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,high,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
late20s,high,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,high,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
below20,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
late20s,medium,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,medium,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early40s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid30s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early20s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,low,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,medium,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,low,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,low,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,very-high,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid30s,medium,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid30s,low,low,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,high,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid30s,low,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,medium,medium,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,low,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid20s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early40s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
mid30s,medium,high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
late20s,high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,high-paid,3,Good,Short-term
early40s,low,medium,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
late20s,high,high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
late30s,high,high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
mid30s,medium,very-high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
mid30s,medium,high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
early30s,medium,high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
early30s,medium,high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
late20s,medium,very-high,six-to-eight,Islam,not-working,high-paid,3,Good,Short-term
late30s,medium,high,nine-to-ten,Islam,not-working,high-paid,3,Good,Short-term
late30s,very-high,high,nine-to-ten,Islam,not-working,high-paid,3,Good,Short-term
early20s,medium,medium,one-to-two,Islam,not-working,very-high-paid,3,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,not-working,very-high-paid,3,Good,Short-term
early20s,high,very-high,one-to-two,Non-Islam,working,low-paid,4,Good,Short-term
early40s,very-high,very-high,one-to-two,Non-Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Non-Islam,working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,working,low-paid,4,Good,Short-term
early20s,high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
late30s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,working,low-paid,4,Good,Short-term
early40s,high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
mid30s,high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
mid40s,high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
mid40s,very-high,very-high,three-to-five,Islam,working,low-paid,4,Good,Short-term
late30s,high,high,six-to-eight,Islam,working,low-paid,4,Good,Short-term
late40s,high,very-high,six-to-eight,Islam,working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,4,Good,Short-term
late30s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Non-Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
mid40s,very-high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
early30s,high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Non-Islam,not-working,low-paid,4,Good,Short-term
late20s,medium,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,medium,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
below20,very-high,very-high,one-to-two,Islam,not-working,low-paid,4,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
late20s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid20s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early30s,high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
late30s,medium,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Islam,not-working,low-paid,4,Good,Short-term
mid30s,high,high,six-to-eight,Islam,not-working,low-paid,4,Good,Short-term
mid30s,very-high,very-high,six-to-eight,Islam,not-working,low-paid,4,Good,Short-term
late30s,very-high,very-high,six-to-eight,Islam,not-working,low-paid,4,Good,Short-term
mid30s,medium,very-high,six-to-eight,Islam,not-working,low-paid,4,Good,Short-term
early40s,very-high,very-high,six-to-eight,Islam,not-working,low-paid,4,Good,Short-term
mid40s,very-high,very-high,above-ten,Islam,not-working,low-paid,4,Good,Short-term
late40s,very-high,high,above-ten,Islam,not-working,low-paid,4,Good,Short-term
late40s,very-high,very-high,above-ten,Islam,not-working,low-paid,4,Good,Short-term
late20s,high,high,one-to-two,Non-Islam,working,medium-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Non-Islam,working,medium-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Non-Islam,working,medium-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Non-Islam,working,medium-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Non-Islam,working,medium-paid,4,Good,Short-term
mid40s,medium,high,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
early40s,medium,medium,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Non-Islam,working,medium-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
late30s,low,medium,one-to-two,Islam,working,medium-paid,4,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
mid20s,high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,working,medium-paid,4,Good,Short-term
late20s,high,high,three-to-five,Islam,working,medium-paid,4,Good,Short-term
early30s,high,very-high,three-to-five,Islam,working,medium-paid,4,Good,Short-term
late20s,medium,very-high,three-to-five,Islam,working,medium-paid,4,Good,Short-term
late20s,medium,medium,three-to-five,Islam,working,medium-paid,4,Good,Short-term
late30s,high,very-high,three-to-five,Islam,working,medium-paid,4,Good,Short-term
early40s,low,very-high,three-to-five,Islam,working,medium-paid,4,Good,Short-term
early20s,high,very-high,one-to-two,Non-Islam,not-working,medium-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Non-Islam,not-working,medium-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Non-Islam,not-working,medium-paid,4,Good,Short-term
mid30s,very-high,high,three-to-five,Non-Islam,not-working,medium-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,not-working,medium-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Non-Islam,not-working,medium-paid,4,Good,Short-term
late30s,high,very-high,three-to-five,Non-Islam,not-working,medium-paid,4,Good,Short-term
early40s,very-high,very-high,three-to-five,Non-Islam,not-working,medium-paid,4,Good,Short-term
early40s,high,high,six-to-eight,Non-Islam,not-working,medium-paid,4,Good,Short-term
early20s,medium,medium,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
early20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
below20,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
early20s,high,high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
mid20s,medium,high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
early20s,high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
mid20s,medium,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
mid30s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
mid20s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,not-working,medium-paid,4,Good,Short-term
late30s,medium,high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,medium,high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
early30s,very-high,high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
early30s,medium,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
early30s,medium,medium,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
mid40s,medium,medium,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,high,high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,medium,high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Islam,not-working,medium-paid,4,Good,Short-term
late20s,medium,high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
mid30s,medium,high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
early40s,medium,very-high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
late30s,very-high,very-high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
early40s,very-high,very-high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
mid40s,very-high,very-high,six-to-eight,Islam,not-working,medium-paid,4,Good,Short-term
early40s,high,high,one-to-two,Non-Islam,working,high-paid,4,Good,Short-term
mid30s,high,very-high,three-to-five,Non-Islam,working,high-paid,4,Good,Short-term
late20s,very-high,very-high,three-to-five,Non-Islam,working,high-paid,4,Good,Short-term
mid40s,medium,high,six-to-eight,Non-Islam,working,high-paid,4,Good,Short-term
early20s,high,very-high,one-to-two,Islam,working,high-paid,4,Good,Short-term
early30s,very-high,very-high,one-to-two,Islam,working,high-paid,4,Good,Short-term
mid20s,high,very-high,three-to-five,Islam,working,high-paid,4,Good,Short-term
mid40s,high,very-high,three-to-five,Islam,working,high-paid,4,Good,Short-term
early30s,very-high,very-high,three-to-five,Islam,working,high-paid,4,Good,Short-term
early30s,medium,high,three-to-five,Islam,working,high-paid,4,Good,Short-term
early40s,very-high,high,three-to-five,Islam,working,high-paid,4,Good,Short-term
late30s,very-high,very-high,six-to-eight,Islam,working,high-paid,4,Good,Short-term
mid30s,high,medium,nine-to-ten,Islam,working,high-paid,4,Good,Short-term
late20s,very-high,very-high,one-to-two,Non-Islam,not-working,high-paid,4,Good,Short-term
late30s,high,high,one-to-two,Non-Islam,not-working,high-paid,4,Good,Short-term
mid30s,very-high,high,one-to-two,Non-Islam,not-working,high-paid,4,Good,Short-term
early20s,high,very-high,one-to-two,Non-Islam,not-working,high-paid,4,Good,Short-term
late30s,very-high,very-high,one-to-two,Non-Islam,not-working,high-paid,4,Good,Short-term
late30s,high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
early40s,medium,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
late30s,very-high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
mid30s,very-high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
early30s,high,very-high,three-to-five,Non-Islam,not-working,high-paid,4,Good,Short-term
early20s,very-high,high,one-to-two,Islam,not-working,high-paid,4,Good,Short-term
