age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
early50, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below55, United-States
mid30, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
early30, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Other-relative, White, Male,none,none,below55, United-States
early60, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
early60, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,none,none,below55, United-States
mid60, Without-pay, 7th-8th, Widowed, Farming-fishing, Unmarried, White, Female,none,none,below55, United-States
early30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late30, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,none,none,below55, United-States
mid30, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early40, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early30, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,none,none,below55, Taiwan
late30, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
mid40, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Male,none,none,below55, United-States
late40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid60, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, Unmarried, White, Male,none,none,below55, United-States
mid40, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
mid50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,none,none,below55, United-States
late30, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late30, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late20, Private, Some-college, Never-married, Sales, Unmarried, White, Male,none,none,below55, United-States
mid60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early20, Private, 12th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,none,none,below55, United-States
early20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,none,none,below55, United-States
mid30, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,none,none,below55, United-States
late30, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,none,none,below55, United-States
late20, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,none,none,below55, United-States
early30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below55, United-States
late20, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,none,none,below55, United-States
late40, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid70, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
late30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,none,none,below55, United-States
early50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early50, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,none,none,below55, United-States
early60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
mid40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
late40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid20, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below55, United-States
early30, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
late50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid40, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below55, United-States
mid30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below55, United-States
early30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
mid30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
late50, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below55, United-States
mid20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
early30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
early40, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early40, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early60, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late50, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late20, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late40, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,none,none,below55, United-States
early40, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early30, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
mid30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,none,none,below55, United-States
late30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below55, United-States
mid40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
late50, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
late20, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid20, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,none,none,below55, United-States
early30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early20, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,none,none,below55, United-States
mid50, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
mid20, ?, Some-college, Divorced, ?, Unmarried, White, Female,none,none,below55, United-States
mid20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below55, United-States
early30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
mid50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,none,none,below55, United-States
late20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
early40, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
mid30, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below55, United-States
early20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
late20, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
mid30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,none,none,below55, United-States
late20, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late30, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,none,none,below55, United-States
mid20, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Unmarried, White, Male,none,none,below55, United-States
mid30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,none,none,below55, United-States
early40, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,none,none,below55, United-States
early40, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early20, Private, 10th, Never-married, Handlers-cleaners, Unmarried, White, Male,none,none,below55, United-States
early50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late40, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid30, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
late20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, Germany
mid30, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below55, United-States
late30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
late30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early20, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,none,none,below55, United-States
early20, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
late40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
late50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late20, ?, Bachelors, Married-spouse-absent, ?, Not-in-family, White, Male,none,none,below55, United-States
early60, Local-gov, Masters, Separated, Prof-specialty, Not-in-family, White, Female,none,none,below55, ?
mid30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,none,none,below55, United-States
early50, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below55, United-States
mid30, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below55, United-States
mid40, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below55, United-States
late20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,none,none,below55, United-States
early40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid60, ?, 9th, Married-civ-spouse, ?, Husband, White, Male,none,none,below55, United-States
early20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,none,none,below55, United-States
mid30, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,none,none,below55, United-States
mid60, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,none,none,below55, United-States
early50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early50, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,none,none,below55, United-States
early50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
under20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
late50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,none,none,below55, United-States
early40, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
mid30, Private, 12th, Married-civ-spouse, Craft-repair, Wife, White, Female,none,none,below55, United-States
early30, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below55, United-States
late20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
late20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,none,none,below55, United-States
mid50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early40, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,none,none,below55, United-States
late20, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,none,none,below55, United-States
early30, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
late30, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid30, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
early40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late40, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,none,none,below55, United-States
late40, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
early90, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,none,none,below55, United-States
early60, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
late50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,none,none,below55, United-States
late20, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,none,none,below55, United-States
early50, State-gov, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
early30, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,none,none,below55, United-States
late50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
early40, Private, Masters, Never-married, Sales, Not-in-family, White, Male,none,none,below55, United-States
early40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid20, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,none,none,below55, United-States
mid40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
early30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below55, ?
early20, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, White, Female,none,none,below55, United-States
mid40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,none,none,below55, United-States
late20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,none,none,below55, United-States
late30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Female,none,none,below55, United-States
early20, Private, 11th, Never-married, Other-service, Own-child, White, Male,none,none,below55, United-States
early20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,none,none,below55, ?
mid30, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,none,none,below55, United-States
mid40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below55, United-States
late30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
early30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
mid40, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,none,none,below55, United-States
early20, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Female,none,none,below55, United-States
early30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,none,none,below55, United-States
mid20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid40, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,none,none,below55, United-States
mid40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,none,none,below55, United-States
mid30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
under20, ?, Some-college, Never-married, ?, Own-child, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,none,none,below55, Cambodia
early40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,none,none,below55, United-States
early40, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late30, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,none,none,below55, United-States
late50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,none,none,below55, United-States
early40, Private, Doctorate, Divorced, Sales, Unmarried, White, Female,none,none,below55, United-States
late30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
late40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid60, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,none,none,below55, England
mid30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
mid50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
late20, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late50, Federal-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,none,none,below55, United-States
mid20, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
early30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid40, State-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Male,none,none,below55, United-States
early40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
mid30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
under20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,none,none,below55, United-States
early30, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
mid20, Self-emp-not-inc, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,none,none,below55, United-States
late50, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,none,none,below55, United-States
mid20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,none,none,below55, Mexico
early50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
early50, ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male,none,none,below55, United-States
early40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,none,none,below55, United-States
mid40, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,none,none,below55, United-States
late50, Private, Prof-school, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,none,none,below55, United-States
mid20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,none,none,below55, United-States
late40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,none,none,below55, United-States
mid40, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Male,none,none,below55, United-States
mid40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,none,none,below55, United-States
mid50, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
mid40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, ?
early50, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
late40, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,none,none,below55, United-States
early30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,none,none,below55, United-States
early50, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,none,none,below55, United-States
mid40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,none,none,below55, United-States
late40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,none,none,below55, United-States
late30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,none,none,below55, United-States
